resource_id,course_or_certification_title,course_or_certification_description,recommended_experience,schedule,level,estimated_duration,skills_youll_gain,skill_ids,category_id,category_name,offered_by_provider,provider_type,provider_trust_score_auto,resource_type,language,delivery_mode,cost_type,status,notes,external_course_or_certification_link,mapped_skill_names,skill_id_mapping_status,skill_id_mapping_notes
LR-251,Foundations Course: Human Resource Support,"Prototype curated learning resource for Human Resource Support. Covers Human Resource Support, Recruitment Coordination, Business Communication and supports Kareerly skill-gap recommendations for Human Resources and Business Services. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Human Resource Support; Recruitment Coordination; Business Communication,SK018;SK019;SK020,K02,"Business, Finance, and Office Administration",UPOU MODeL,University,92,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://model.upou.edu.ph/,Human Resource Support; Recruitment Coordination; Business Communication,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-252,Practical Skills Certificate: Purchasing Support,"Prototype curated learning resource for Purchasing Support. Covers Purchasing Support, Negotiation, Issue purchase orders and supports Kareerly skill-gap recommendations for Purchasing, Brokerage, and Commercial Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Purchasing Support; Negotiation; Issue purchase orders,SK033;SK032;SK304,K03,"Sales, Marketing, and Customer Relations",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Purchasing+Support,Purchasing Support; Negotiation; Issue purchase orders,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-253,Career Readiness Course: Multimedia Design,"Prototype curated learning resource for Multimedia Design. Covers Multimedia Design, Graphic Design, UI Design and supports Kareerly skill-gap recommendations for Design, Multimedia, and Cultural Work. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Multimedia Design; Graphic Design; UI Design,SK041;SK040;SK042,K04,"Creative, Media, and Communications",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Multimedia Design; Graphic Design; UI Design,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-254,Certificate Pathway: Lesson Planning,"Prototype curated learning resource for Lesson Planning. Covers Lesson Planning, Classroom Management, Student Assessment and supports Kareerly skill-gap recommendations for Teaching and Academic Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Lesson Planning; Classroom Management; Student Assessment,SK045;SK046;SK047,K05,"Education, Training, and Community Services",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Lesson Planning; Classroom Management; Student Assessment,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-255,Foundations Course: Patient Assessment Support,"Prototype curated learning resource for Patient Assessment Support. Covers Patient Assessment Support, Medical Terminology, Clinical Documentation and supports Kareerly skill-gap recommendations for Medical and Clinical Professionals. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Patient Assessment Support; Medical Terminology; Clinical Documentation,SK056;SK057;SK058,K06,"Healthcare, Caregiving, and Wellness",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Patient+Assessment+Support,Patient Assessment Support; Medical Terminology; Clinical Documentation,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-256,Practical Skills Certificate: CAD Operation,"Prototype curated learning resource for CAD Operation. Covers CAD Operation, Technical Drafting, Engineering Measurement and supports Kareerly skill-gap recommendations for Engineering and Architecture. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,CAD Operation; Technical Drafting; Engineering Measurement,SK068;SK067;SK069,K07,"Engineering, Construction, and Skilled Trades",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=CAD+Operation,CAD Operation; Technical Drafting; Engineering Measurement,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-257,Career Readiness Course: Front Desk Support,"Prototype curated learning resource for Front Desk Support. Covers Front Desk Support, Housekeeping, Guest Relations and supports Kareerly skill-gap recommendations for Hospitality and Accommodation. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Front Desk Support; Housekeeping; Guest Relations,SK078;SK079;SK080,K08,"Hospitality, Tourism, Food, and Personal Services",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Front Desk Support; Housekeeping; Guest Relations,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-258,Certificate Pathway: Machine Operation,"Prototype curated learning resource for Machine Operation. Covers Machine Operation, Production Monitoring, Workplace Safety and supports Kareerly skill-gap recommendations for Manufacturing and Plant Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Machine Operation; Production Monitoring; Workplace Safety,SK089;SK090;SK091,K09,"Logistics, Manufacturing, and Operations",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Machine Operation; Production Monitoring; Workplace Safety,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-259,Foundations Course: Crop Production,"Prototype curated learning resource for Crop Production. Covers Crop Production, Horticulture, Pest Management and supports Kareerly skill-gap recommendations for Crop and Horticulture. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Crop Production; Horticulture; Pest Management,SK100;SK101;SK102,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Crop+Production,Crop Production; Horticulture; Pest Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-260,Practical Skills Certificate: Government Service Support,"Prototype curated learning resource for Government Service Support. Covers Government Service Support, Regulatory Compliance, Public Records Management and supports Kareerly skill-gap recommendations for Government and Regulatory Services. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Government Service Support; Regulatory Compliance; Public Records Management,SK111;SK112;SK113,K11,"Public Service, Legal, and Protective Services",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Government+Service+Support,Government Service Support; Regulatory Compliance; Public Records Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
